ID,FDR,p_value,t,B,logFC
11748052_x_at,0.0536,0.00902963,-3.7,-2.50371,-3.01
11715981_a_at,0.0536,0.00902982,-3.7,-2.50373,-1.87
11724174_at,0.0536,0.00903082,3.7,-2.50384,9.70E-01
11752615_a_at,0.0536,0.00903342,-3.7,-2.50414,-1.36
11729081_at,0.0536,0.00903355,3.7,-2.50416,1.06
11727335_a_at,0.0536,0.0090341,3.7,-2.50422,1.15
11752556_a_at,0.0536,0.00903668,3.69,-2.50452,1.12
11740405_at,0.0536,0.00903864,3.69,-2.50474,9.37E-01
11735766_at,0.0537,0.00904536,3.69,-2.50551,1.05
11721531_a_at,0.0537,0.00904574,3.69,-2.50555,8.37E-01
11720009_at,0.0537,0.00904651,3.69,-2.50564,8.87E-01
11730550_a_at,0.0537,0.00904877,3.69,-2.5059,9.73E-01
11716436_s_at,0.0537,0.00904903,-3.69,-2.50593,-2.66
11743396_a_at,0.0537,0.00905208,-3.69,-2.50628,-1.83
11743495_s_at,0.0537,0.00905214,3.69,-2.50629,1.05
11752962_a_at,0.0537,0.00905304,3.69,-2.50639,8.13E-01
11730416_at,0.0537,0.00905731,3.69,-2.50688,8.83E-01
11763367_at,0.0537,0.0090596,-3.69,-2.50714,-1.66
11738225_at,0.0537,0.00906192,3.69,-2.50741,9.97E-01
11731390_at,0.0537,0.00906422,3.69,-2.50767,1.09
11729369_a_at,0.0537,0.00906484,-3.69,-2.50774,-1.38
11729017_a_at,0.0537,0.00906515,3.69,-2.50778,8.80E-01
11734345_a_at,0.0537,0.00906643,3.69,-2.50793,9.10E-01
11737754_a_at,0.0537,0.00906686,-3.69,-2.50797,-1.37
11742023_a_at,0.0537,0.00906827,-3.69,-2.50813,-1.1
11726605_x_at,0.0537,0.00906954,-3.69,-2.50828,-1.82
11762445_a_at,0.0537,0.00906986,3.69,-2.50832,9.47E-01
11748099_a_at,0.0537,0.00907006,3.69,-2.50834,9.93E-01
11725609_a_at,0.0537,0.00907461,3.69,-2.50886,1.27
11724161_a_at,0.0537,0.00907476,3.69,-2.50888,9.60E-01
11733860_a_at,0.0537,0.00907505,-3.69,-2.50891,-1.44
11738176_at,0.0537,0.00907714,3.69,-2.50915,8.53E-01
11744020_at,0.0537,0.00907997,-3.69,-2.50947,-1.43
11748236_a_at,0.0537,0.00908004,3.69,-2.50948,9.13E-01
11717095_s_at,0.0538,0.0090894,-3.69,-2.51055,-1.1
11750726_x_at,0.0538,0.00909267,3.69,-2.51092,1.24
11758333_s_at,0.0538,0.00909968,-3.69,-2.51172,-2.3
11723415_s_at,0.0538,0.00910032,-3.69,-2.51179,-1.77
11735613_a_at,0.0538,0.00910383,3.69,-2.51219,1.05
11742084_a_at,0.0538,0.00910571,3.69,-2.51241,8.23E-01
11730087_at,0.0538,0.00910867,3.69,-2.51275,1.02
11742405_at,0.0538,0.00910959,3.69,-2.51285,8.53E-01
11746836_a_at,0.0538,0.00911046,3.69,-2.51295,1.25
11747129_a_at,0.0538,0.0091109,3.69,-2.513,8.80E-01
11716975_a_at,0.0538,0.00911157,3.69,-2.51308,8.87E-01
11749457_a_at,0.0538,0.00911361,3.69,-2.51331,1.19
11733543_at,0.0538,0.00911382,3.69,-2.51333,1.1
11756777_a_at,0.0538,0.00911518,3.69,-2.51349,1.09
11757347_s_at,0.0538,0.00912068,3.69,-2.51411,1.28
11726227_a_at,0.0538,0.00912087,3.69,-2.51413,8.30E-01
11756816_a_at,0.0539,0.00912616,3.69,-2.51474,9.63E-01
11739022_a_at,0.0539,0.00912799,-3.69,-2.51494,-2.08
11742046_a_at,0.0539,0.0091363,-3.69,-2.51589,-1.71
11757175_at,0.0539,0.00913695,3.69,-2.51596,1.12
11717456_x_at,0.0539,0.00913722,3.69,-2.51599,8.50E-01
11752653_a_at,0.0539,0.0091379,3.69,-2.51607,1.03
11756296_x_at,0.0539,0.00913989,-3.69,-2.51629,-2.33
11733805_a_at,0.0539,0.00914042,3.69,-2.51636,8.70E-01
11759182_at,0.0539,0.0091433,3.69,-2.51668,9.40E-01
11740469_s_at,0.0539,0.0091436,3.69,-2.51672,1.18
11763551_x_at,0.0539,0.00914598,3.69,-2.51699,9.87E-01
11756183_x_at,0.0539,0.00915144,-3.68,-2.5176,-1.22
11755273_a_at,0.054,0.00915447,3.68,-2.51795,1.02
11723846_at,0.054,0.00915457,3.68,-2.51796,1.42
11721675_x_at,0.054,0.00915647,-3.68,-2.51818,-1.62
11732612_a_at,0.054,0.00916023,3.68,-2.5186,9.33E-01
11739006_x_at,0.054,0.00916376,-3.68,-2.519,-2.05
11724242_s_at,0.054,0.00916377,-3.68,-2.519,-3.21
11723817_at,0.054,0.00916648,3.68,-2.51931,8.53E-01
11761029_at,0.054,0.00916789,3.68,-2.51947,9.40E-01
11754342_x_at,0.054,0.00916993,-3.68,-2.5197,-1.53
11725903_a_at,0.054,0.00917118,3.68,-2.51984,1.26
11743518_s_at,0.054,0.00917138,-3.68,-2.51986,-1.38
11722945_a_at,0.054,0.0091716,3.68,-2.51989,1.44
11760857_a_at,0.054,0.00917265,3.68,-2.52001,9.20E-01
11720831_s_at,0.054,0.00917395,3.68,-2.52015,9.93E-01
11723870_at,0.054,0.00917495,3.68,-2.52027,9.80E-01
11747187_x_at,0.054,0.00917705,3.68,-2.5205,8.90E-01
11747922_a_at,0.054,0.00917854,3.68,-2.52067,1.64
11718444_x_at,0.054,0.00918099,3.68,-2.52095,9.97E-01
11753649_s_at,0.054,0.0091828,-3.68,-2.52115,-1.26
11759467_at,0.054,0.00918521,3.68,-2.52143,9.30E-01
11743397_s_at,0.054,0.00918562,-3.68,-2.52147,-1.6
11734268_a_at,0.054,0.00918595,3.68,-2.52151,9.23E-01
11734990_at,0.054,0.0091874,3.68,-2.52167,8.70E-01
11749260_a_at,0.054,0.00918793,3.68,-2.52173,1.09
11750327_a_at,0.054,0.00918917,3.68,-2.52187,8.50E-01
11726259_s_at,0.054,0.00919034,-3.68,-2.52201,-1.71
11729048_a_at,0.054,0.00919444,3.68,-2.52247,9.73E-01
11761160_at,0.054,0.00919461,3.68,-2.52249,1.32
11733518_a_at,0.054,0.00919654,3.68,-2.5227,9.33E-01
11716611_x_at,0.054,0.00919901,-3.68,-2.52298,-1.76
11756806_a_at,0.054,0.00919955,-3.68,-2.52304,-1.39
11727160_at,0.054,0.00920083,3.68,-2.52319,9.27E-01
11723536_a_at,0.054,0.00920201,3.68,-2.52332,9.93E-01
11751491_a_at,0.054,0.00920352,3.68,-2.52349,1.03
11741799_a_at,0.054,0.00920494,-3.68,-2.52365,-1.88
11723134_a_at,0.054,0.00920759,3.68,-2.52395,1.02
11758309_s_at,0.054,0.00920905,-3.68,-2.52411,-3.6
11762923_x_at,0.054,0.00920961,3.68,-2.52418,1.3
11755905_a_at,0.054,0.00921013,3.68,-2.52424,1.1
11745947_a_at,0.054,0.00921087,3.68,-2.52432,1.35
11754049_a_at,0.0541,0.00921624,3.68,-2.52492,1.83
11735907_at,0.0541,0.00922356,3.68,-2.52575,1.3
11717138_a_at,0.0541,0.00922466,3.68,-2.52587,8.87E-01
11718320_at,0.0541,0.00922668,3.68,-2.5261,1.05
11732107_a_at,0.0541,0.00922697,3.68,-2.52613,1.01
11754254_a_at,0.0541,0.00922746,3.68,-2.52619,8.40E-01
11737205_a_at,0.0541,0.00922978,3.68,-2.52645,1.1
11730347_at,0.0541,0.00923157,3.68,-2.52665,9.77E-01
11736411_s_at,0.0541,0.00923224,-3.68,-2.52672,-1.52
11741704_x_at,0.0541,0.00923882,-3.68,-2.52746,-1.89
11751735_a_at,0.0541,0.00924026,3.68,-2.52762,8.37E-01
11716220_x_at,0.0542,0.00924431,-3.68,-2.52808,-2.17
11735234_a_at,0.0542,0.00924496,-3.68,-2.52815,-8.70E-01
11733247_a_at,0.0542,0.00924658,-3.68,-2.52833,-1.47
11732365_a_at,0.0542,0.00924676,-3.68,-2.52835,-2.47
11729768_s_at,0.0542,0.00925335,-3.68,-2.52909,-1.71
11744807_s_at,0.0542,0.00925443,-3.68,-2.52921,-1.66
11718196_x_at,0.0542,0.00925582,-3.68,-2.52937,-3.07
11756627_x_at,0.0542,0.00925999,-3.68,-2.52984,-1.12
11720322_a_at,0.0542,0.00926161,-3.67,-2.53002,-1.75
11745163_s_at,0.0542,0.00926217,-3.67,-2.53008,-2.37
11755581_a_at,0.0542,0.00926243,-3.67,-2.53011,-1.22
11746190_a_at,0.0542,0.0092625,3.67,-2.53012,8.87E-01
11729771_a_at,0.0542,0.00926368,3.67,-2.53025,9.70E-01
11745006_a_at,0.0542,0.00926633,3.67,-2.53055,1.28
11752312_x_at,0.0542,0.00926675,3.67,-2.53059,1.07
11724425_s_at,0.0542,0.00926935,-3.67,-2.53088,-1.13
11755471_a_at,0.0542,0.00926977,3.67,-2.53093,9.67E-01
200039_PM_s_at,0.0542,0.00927329,-3.67,-2.53132,-1.49
11728727_at,0.0542,0.00927434,3.67,-2.53144,9.93E-01
11722947_at,0.0542,0.00927587,3.67,-2.53161,1.08
11740831_at,0.0542,0.00927634,3.67,-2.53167,9.83E-01
11738327_a_at,0.0542,0.0092765,3.67,-2.53168,1.17
11737186_x_at,0.0542,0.00927886,3.67,-2.53195,1.62
11763009_at,0.0542,0.00928145,3.67,-2.53224,1.08
11722188_at,0.0543,0.0092879,-3.67,-2.53296,-1.54
11729217_a_at,0.0543,0.00929065,3.67,-2.53326,9.17E-01
11737359_a_at,0.0543,0.00929203,3.67,-2.53342,1.14
11755022_a_at,0.0543,0.00929555,-3.67,-2.53381,-2.03
11716383_x_at,0.0543,0.00929662,-3.67,-2.53393,-1.87
11729047_a_at,0.0543,0.00929763,3.67,-2.53404,9.37E-01
11747420_s_at,0.0543,0.00929986,-3.67,-2.53429,-1.72
11728916_at,0.0543,0.00929986,3.67,-2.53429,8.53E-01
11731928_a_at,0.0543,0.00930075,3.67,-2.53439,9.53E-01
11750431_a_at,0.0543,0.00930087,3.67,-2.5344,9.80E-01
11747186_a_at,0.0543,0.0093022,3.67,-2.53455,8.90E-01
11740397_at,0.0543,0.00930452,3.67,-2.53481,9.43E-01
11755978_a_at,0.0543,0.00930502,3.67,-2.53487,8.73E-01
11738012_at,0.0543,0.00930796,3.67,-2.53519,1.16
