prob_id,control_1,control_2,control_3,case_1,case_2,case_3,logFC,p_value,t,FDR
11716337_s_at,8.08,8.08,10.25,6.66,5.42,5.81,-2.839999999999999,0.024824630550836436,3.503178124759777,0.0009416041756419719
11727077_at,7.6,6.15,8.05,4.8,5.59,4.59,-2.2733333333333334,0.024840784736856823,3.5024594616970677,0.02909497871305399
11715460_a_at,6.48,6.49,7.24,5.83,4.42,4.57,-1.7966666666666669,0.024856242488988576,3.5017723015736206,0.00021277828862410042
11725617_s_at,8.87,8.85,8.3,7.72,6.47,5.92,-1.9700000000000006,0.025105699033673694,3.4907527055889975,0.02253265585436967
11726271_a_at,8.16,8.21,8.45,4.8,6.87,6.46,-2.2300000000000004,0.02514312606114529,3.4891106228872175,0.02461257892856488
11721666_at,8.26,9.4,8.72,6.93,7.77,6.54,-1.7133333333333356,0.025178249889389562,3.487572232298996,0.012439386206716193
11722795_a_at,7.29,7.75,8.14,4.91,6.7,5.5,-2.0233333333333334,0.025309595844362293,3.4818419287262246,0.01204803542557233
11725063_a_at,9.34,8.86,9.33,6.31,8.22,6.8,-2.0666666666666673,0.025400856957709064,3.4778812007195463,0.028032553761863668
11720383_a_at,9.73,10.43,8.77,5.99,8.0,7.08,-2.619999999999999,0.02550558489170858,3.473356800493119,0.026747719973471442
11715596_at,9.85,9.15,9.33,6.47,8.42,6.91,-2.1766666666666667,0.02550562390335182,3.4733551192486516,0.0016885298397964574
11721116_x_at,8.13,8.81,8.91,7.08,6.98,5.32,-2.1566666666666663,0.025530644299069045,3.47227747011858,0.018074335366848725
11716848_a_at,10.11,9.32,7.78,6.63,6.82,6.6,-2.3866666666666676,0.025558738009372212,3.4710689454362345,0.0010544356752613339
11717643_a_at,11.33,10.65,9.8,7.4,8.2,9.16,-2.3400000000000016,0.02558114421351113,3.4701062146729473,0.018180814195613113
11716420_s_at,9.8,8.62,9.48,7.88,7.21,5.99,-2.2733333333333343,0.025678139677652503,3.465950122000973,0.0015728799912851144
11732119_a_at,10.24,9.83,8.96,7.63,8.58,7.42,-1.7999999999999998,0.025684674363606212,3.465670792551258,0.049888518905217664
11724328_a_at,9.85,11.26,9.83,8.68,8.15,7.01,-2.366666666666667,0.025726896889675287,3.463867995735932,0.03078051459432933
11726365_a_at,7.86,8.58,7.65,6.63,6.88,5.61,-1.6566666666666672,0.02598189182402127,3.453054536825671,0.021146028829788204
11716210_at,9.03,9.53,9.51,3.83,7.51,3.7,-4.343333333333335,0.02609417098495805,3.448333061564901,0.0012850904961725143
11726308_x_at,6.86,6.04,6.73,5.34,4.09,3.16,-2.3466666666666676,0.0261396237340769,3.446428573645993,0.019812916735801062
11716850_s_at,8.33,6.24,6.91,4.97,5.12,3.89,-2.5,0.02641730607202914,3.4348783277729917,0.0016469333083644372
11725845_a_at,9.34,9.31,9.38,6.74,8.45,6.49,-2.116666666666667,0.02641940232796674,3.4347916825493803,0.026232876834389
11720638_a_at,8.59,10.2,7.69,4.31,6.05,6.25,-3.29,0.026467151571138582,3.4328202548630444,0.006079314009484575
11729120_x_at,10.0,11.87,13.16,8.71,7.15,8.48,-3.5633333333333326,0.02648279667945538,3.4321752318285137,0.0451373630167844
11720926_a_at,10.47,10.49,8.83,7.47,8.35,7.01,-2.3200000000000003,0.026496460748981612,3.431612253801908,0.00628354021297401
11717615_at,9.27,9.47,9.57,5.27,7.88,7.13,-2.6766666666666685,0.02658369950393298,3.428026004290108,0.003689063827317271
11725899_a_at,6.53,5.61,5.23,4.7,3.75,3.99,-1.6433333333333335,0.026669327005105357,3.424519548420637,0.021436591865523415
11717571_a_at,9.31,8.62,8.59,6.94,7.75,5.94,-1.963333333333332,0.026748296468820553,3.4212975622188835,0.002666306364486262
11717505_a_at,10.75,10.76,9.54,7.32,9.1,7.7,-2.3099999999999987,0.02684925880027909,3.4171946600912064,0.002110382080721966
11720609_at,7.94,6.97,7.09,5.25,5.44,6.43,-1.626666666666666,0.026928016391500886,3.41400680187171,0.006690983521013429
11722381_a_at,7.36,8.45,8.16,5.12,5.71,6.88,-2.086666666666666,0.026943449629072132,3.4133834094015585,0.014846111812933736
11717624_at,7.89,6.46,8.77,4.94,5.5,5.52,-2.386666666666666,0.026970996719092057,3.4122717560780043,0.012181080044509464
11723060_at,9.82,9.88,9.93,7.34,7.94,4.93,-3.1399999999999997,0.026982954138663962,3.411789637690187,0.03195352221182302
11716468_s_at,7.36,5.29,5.63,4.06,3.94,3.33,-2.316666666666667,0.027052434767539803,3.4089932124244378,0.0019241760007150028
11721053_s_at,7.88,6.78,8.22,5.47,6.41,5.72,-1.7600000000000016,0.02726091764134141,3.4006531524633923,0.006744513993548787
11718219_a_at,9.35,9.76,8.8,8.35,7.41,6.84,-1.7699999999999987,0.027299939104429488,3.3991005588361864,0.0041619019956550055
11717333_at,7.52,6.51,8.07,6.06,5.14,4.67,-2.076666666666667,0.027535676393918,3.3897766280763566,0.0015005186523212191
11716819_a_at,9.06,9.71,9.66,8.05,8.53,7.11,-1.5800000000000027,0.027588443016590258,3.387702551797535,0.02267621611333985
11724574_a_at,9.12,9.26,8.47,6.52,7.92,5.93,-2.160000000000002,0.02768745102801016,3.383823544469294,0.03824133204365724
11722188_at,5.35,6.19,6.65,4.6,4.91,4.05,-1.543333333333333,0.027699574831016253,3.3833496795631106,0.022270855390397467
11720866_a_at,7.07,8.36,6.7,4.28,5.3,5.77,-2.26,0.02773472209250919,3.381977319512793,0.011300025388945478
11719904_s_at,7.71,7.77,7.83,6.95,5.69,5.08,-1.8633333333333342,0.027847253054087452,3.3775972621533987,0.005707386626360326
11724656_a_at,10.9,11.69,10.91,8.5,10.19,8.46,-2.116666666666667,0.027934274553312814,3.3742244714640046,0.027435960638252828
11729449_s_at,9.13,8.64,8.57,5.39,7.01,7.42,-2.1733333333333347,0.027960354646112573,3.3732160802072477,0.03656417885997611
11724485_x_at,10.47,10.46,9.34,8.52,9.02,8.13,-1.5333333333333332,0.028034695638773983,3.370347778582132,0.018284310431040004
11716061_a_at,9.69,9.36,8.68,7.13,7.81,8.28,-1.503333333333333,0.028229777998217867,3.362863560837891,0.0009641240999440475
11727720_x_at,8.04,7.5,7.12,5.32,6.25,6.53,-1.5199999999999996,0.02837822600899911,3.357209375192058,0.028759642782029065
11716896_a_at,6.98,7.74,7.19,4.49,5.42,6.29,-1.9033333333333342,0.028381592634142222,3.3570815514938848,0.0030551434898119477
11724810_at,9.86,9.34,8.55,7.62,7.24,8.18,-1.5700000000000003,0.028554181664269502,3.3505526599909032,0.04654663398639639
11722419_s_at,7.91,7.94,8.9,5.45,6.24,3.13,-3.3099999999999996,0.02859031807175164,3.349191567838117,0.022766568603213702
11715650_a_at,6.89,7.34,6.36,5.0,6.05,4.95,-1.5300000000000002,0.028618383567691114,3.3481358745132215,0.0005331480849037291
11718529_a_at,8.75,8.38,7.32,6.28,6.03,6.98,-1.7200000000000006,0.028712871009406095,3.3445906874608538,0.0032871097123869228
11721675_x_at,9.04,8.59,8.1,7.49,7.21,6.17,-1.62,0.028772567070370274,3.3423579925392315,0.024472530981406587
11721311_s_at,8.22,9.26,8.52,6.79,7.74,6.38,-1.6966666666666663,0.028783095196332716,3.341964798575836,0.00786910853989982
11719381_a_at,10.23,9.9,10.89,8.95,8.62,7.13,-2.106666666666669,0.02886732636279763,3.338825134590737,0.003811129635191296
11718376_s_at,7.44,8.53,8.39,5.88,6.93,5.0,-2.1833333333333327,0.028954398516292067,3.3355909540062214,0.005412208707912303
11719718_a_at,11.49,8.9,9.38,7.07,7.32,7.37,-2.67,0.029002807655137287,3.3337978357989604,0.00576931729578752
11721695_s_at,10.25,11.5,11.96,8.81,9.57,7.56,-2.59,0.02906213841368234,3.3316049963557943,0.010762427405322128
11719837_a_at,6.33,7.35,7.14,4.33,5.61,5.61,-1.7566666666666668,0.02918022596331764,3.3272562559875576,0.007777008008592001
11718079_a_at,8.49,6.49,7.45,5.45,5.1,5.79,-2.0300000000000002,0.02929607109820473,3.323010285286509,0.0034871262070978507
11723469_s_at,6.56,7.93,6.45,5.25,5.44,5.47,-1.5933333333333328,0.02958730212926558,3.3124232099914246,0.017747898130154982
11722553_a_at,7.49,8.28,9.81,5.95,6.52,6.15,-2.3199999999999994,0.02968739268012091,3.3088130665019317,0.010008723335996469
11719486_s_at,8.02,9.34,8.93,7.73,6.91,7.0,-1.5499999999999998,0.029711264626252256,3.307954160617243,0.006081881775645199
11718291_a_at,9.77,9.73,9.38,6.71,7.21,8.75,-2.0699999999999994,0.029782667941222224,3.3053899531587336,0.003687565164461312
11723270_x_at,8.07,8.64,8.04,4.12,6.65,6.11,-2.623333333333334,0.02978454831656132,3.3053225241480404,0.012009759188216906
11716666_a_at,9.95,7.38,9.7,6.76,5.83,5.6,-2.946666666666667,0.02980895484501145,3.3044477787165545,0.0009855219197792112
11719029_at,6.37,7.38,7.17,5.65,5.37,4.0,-1.9666666666666668,0.029853647265775354,3.3028481674037935,0.019554361531447736
11716669_x_at,10.21,9.35,9.12,7.45,8.64,7.78,-1.6033333333333335,0.029891440974359734,3.3014976800116322,0.0010968881648904982
11715957_s_at,7.98,8.4,8.54,6.19,7.62,6.5,-1.5366666666666662,0.029956563164739217,3.299175390706406,0.0010236400940348597
11718770_a_at,8.29,9.1,9.59,7.65,6.21,7.37,-1.916666666666667,0.03002275465195612,3.296821078729528,0.00940188834692912
11719044_s_at,9.9,9.87,9.46,8.81,8.09,7.03,-1.7666666666666675,0.030060333586808867,3.2954871931078955,0.004097518692125854
11720454_a_at,9.69,9.88,10.09,8.5,6.39,8.18,-2.1966666666666663,0.030067102032544066,3.295247152805037,0.044864767897320294
11723473_a_at,8.83,7.84,7.76,7.13,6.35,5.76,-1.7299999999999986,0.030100609005365427,3.2940597811952776,0.03034886175594943
11721615_a_at,9.72,9.31,7.91,7.51,5.72,5.73,-2.66,0.030256716027437736,3.28854840954791,0.020980823269602062
11717677_a_at,8.68,8.6,8.89,7.47,6.77,5.17,-2.2533333333333356,0.03038649741329563,3.283991991937632,0.0033325746245227985
11727506_x_at,7.53,7.65,7.55,6.92,5.66,5.3,-1.6166666666666671,0.030431246535504993,3.282426251419195,0.034704810125990186
11719798_s_at,7.09,7.79,7.91,4.37,6.5,4.18,-2.58,0.030480902917996756,3.280691991027791,0.02641340476003582
11729768_s_at,7.89,8.31,8.84,5.77,7.23,6.91,-1.709999999999999,0.030510891073860232,3.2796462640723743,0.03351084556173559
11719802_a_at,7.3,8.69,8.8,6.62,6.46,5.18,-2.1766666666666676,0.030529249466910047,3.279006681614736,0.008253438307222777
11718183_at,9.58,9.82,8.91,7.21,7.88,5.37,-2.6166666666666654,0.03055618784703593,3.2780690058436606,0.0047560000610669135
11716737_at,8.98,9.47,8.26,6.51,7.92,6.51,-1.9233333333333347,0.030573786041080093,3.277456972209519,0.0026992162434718785
11718921_a_at,9.64,9.72,9.92,5.95,8.63,6.07,-2.876666666666666,0.030602196444669386,3.276469787226056,0.0036248529824501985
11726709_a_at,8.18,10.13,9.53,6.08,7.7,6.75,-2.4366666666666674,0.030628471004286874,3.2755577804076874,0.020638933450198963
11718011_a_at,10.25,10.79,9.64,9.35,8.32,8.35,-1.5533333333333328,0.030629471518253022,3.2755230701979827,0.005885312201743601
11726076_x_at,8.72,8.51,6.89,5.88,5.6,6.45,-2.0633333333333344,0.03063412880804654,3.2753615153648763,0.0332026210408843
11715509_a_at,9.3,8.81,10.49,8.14,7.08,7.63,-1.916666666666666,0.030641934490499425,3.2750908122836684,0.0004207319705263621
11720861_a_at,8.81,7.28,8.36,2.94,6.43,4.04,-3.6800000000000006,0.030820923687257758,3.2689056800528125,0.011566312748669507
11719569_a_at,10.48,10.66,10.48,8.79,9.25,7.08,-2.166666666666668,0.030830936668507208,3.2685609265019306,0.005428931096969578
11716429_a_at,8.32,8.06,6.39,4.84,5.43,5.88,-2.206666666666668,0.03088571718366752,3.266677135432711,0.0027058712280869585
11716611_x_at,10.95,10.34,9.46,8.05,8.3,9.12,-1.7599999999999998,0.03108067932908225,3.260004658756547,0.0036525537962668305
11715907_s_at,10.36,10.3,9.63,9.0,8.35,7.14,-1.9333333333333318,0.031087716862431895,3.2597647278972866,0.0009776168331780408
11720412_a_at,9.54,8.79,7.28,5.99,6.66,5.09,-2.623333333333333,0.031155238744293417,3.2574659570279203,0.006806361887460374
11720322_a_at,8.11,9.01,8.24,6.73,7.48,5.89,-1.753333333333333,0.031165814641202487,3.2571064353638084,0.029736566852191622
11719497_at,9.24,9.81,7.33,6.13,6.6,6.18,-2.490000000000001,0.031181322340555786,3.256579520265222,0.008255100204427686
11721673_at,9.63,9.18,8.66,8.2,7.77,6.92,-1.5266666666666682,0.03122701851973458,3.2550286692345995,0.009858868896053637
11723614_s_at,8.59,8.87,8.53,6.72,6.96,4.45,-2.620000000000001,0.03141812185192715,3.248571857200026,0.0125961386284793
11717829_s_at,9.67,9.53,10.35,8.3,6.63,8.44,-2.0600000000000005,0.031424408778578355,3.248360229003638,0.004048747358418819
11726370_a_at,6.81,5.53,7.2,4.63,5.03,4.84,-1.6799999999999997,0.031474254226755295,3.246684117038545,0.02113242963941603
11717801_a_at,9.76,11.34,11.79,9.17,6.15,6.9,-3.5566666666666666,0.031595894705188525,3.242606931729457,0.03629857521950373
11717399_a_at,7.29,7.27,8.89,6.17,3.82,5.05,-2.8033333333333337,0.03167216250812853,3.24006000076745,0.007144068602311563
11720959_a_at,10.62,10.52,8.54,4.82,7.91,6.0,-3.6499999999999995,0.03167737986591641,3.2398860338910223,0.023664994373200215
11722175_a_at,8.23,7.6,7.93,5.55,7.18,5.84,-1.7299999999999986,0.031679086306033125,3.2398291419198757,0.01219069404835216
11722488_a_at,6.29,5.63,6.61,4.16,5.38,4.45,-1.5133333333333336,0.03178390399569386,3.236341482974325,0.01522945644517501
11722372_a_at,10.83,10.42,9.54,7.84,9.03,6.9,-2.3400000000000016,0.031955247933760256,3.230669384137526,0.013024519118344098
11723470_a_at,7.79,8.32,6.62,5.86,5.11,6.1,-1.8866666666666667,0.03196545509096296,3.230332623730079,0.015024524728381006
11715446_a_at,8.34,10.38,11.98,7.44,5.74,4.67,-4.283333333333332,0.032013933074984,3.2287349404914956,0.000683467151161339
11715926_s_at,9.33,8.84,8.83,6.35,7.79,7.85,-1.669999999999999,0.03203336080941562,3.22809546386505,0.0013990212048202927
11715981_a_at,7.51,7.99,8.18,5.01,6.88,6.17,-1.873333333333333,0.03203404352054651,3.228073000302515,0.000575904594317218
11717389_a_at,7.17,8.26,7.53,6.15,5.82,4.1,-2.296666666666667,0.03208288635169677,3.226467365811464,0.0029155251157602317
11722801_s_at,7.65,6.81,6.91,5.0,6.35,5.1,-1.6400000000000006,0.03216355362271218,3.223821854510579,0.012394662518738657
11715372_a_at,9.16,9.39,9.05,8.24,5.82,6.52,-2.3400000000000016,0.032174152516226275,3.2234748418898915,0.000155976951975815
11717997_at,7.24,8.91,8.58,4.09,6.34,5.96,-2.7799999999999985,0.03220823806787061,3.22235977876697,0.005048071547768162
11718058_a_at,8.36,8.61,7.14,4.61,6.42,6.12,-2.3199999999999994,0.032354064824799224,3.2176049176807573,0.0023970166213098426
11727719_a_at,8.7,7.87,7.59,3.27,5.65,6.13,-3.036666666666666,0.032481547347452094,3.213468851993999,0.04727423204002693
11718195_a_at,10.67,11.45,9.71,6.83,8.88,5.52,-3.5333333333333323,0.032490817553091654,3.213168834636924,0.005842955777665317
11722365_a_at,6.68,6.2,6.42,3.53,5.55,3.43,-2.2633333333333328,0.032491659272848646,3.213141598542202,0.02671414891443441
11721277_a_at,10.21,9.7,8.7,5.9,8.03,7.3,-2.46,0.0325823126870145,3.210213124782825,0.029335030397336682
11718084_a_at,9.45,8.97,9.85,8.39,7.82,6.7,-1.786666666666667,0.0328020164196332,3.2031554743219757,0.004418176912076604
11715894_x_at,9.13,9.73,9.95,8.51,6.53,7.75,-2.006666666666667,0.0328228188570775,3.202490116721997,0.0014592289393012164
11716125_a_at,8.95,8.58,8.18,6.07,7.45,7.38,-1.6033333333333344,0.03286117402426708,3.201264644240828,0.0017612395095903345
11718631_at,9.45,8.33,10.14,7.75,7.66,7.19,-1.7733333333333325,0.033095083528806156,3.1938273920519378,0.014914827348296763
11715162_s_at,11.8,11.17,10.13,9.72,8.98,9.31,-1.6966666666666654,0.03321671291249281,3.18998457223415,3.4935103199023515e-05
11726563_a_at,10.4,10.05,9.93,7.57,8.59,9.28,-1.6466666666666683,0.03323882031151837,3.1892878806606038,0.03789425116686565
11727782_a_at,9.11,8.88,8.91,8.14,5.99,6.24,-2.1766666666666667,0.03326574628163354,3.1884400739078935,0.024545483632384846
11721023_a_at,8.15,7.34,6.84,3.31,6.08,4.42,-2.839999999999999,0.03327282548285375,3.1882173082836403,0.010527840415828351
11716095_s_at,8.24,9.31,9.84,7.91,6.47,6.15,-2.286666666666667,0.033272877861796855,3.1882156602510037,0.0007023643253252041
11726989_x_at,10.47,9.93,10.35,6.43,9.12,6.33,-2.956666666666667,0.0333783339173143,3.184903811634628,0.021916756071614234
11718040_x_at,10.52,9.71,9.04,7.42,8.59,6.81,-2.1500000000000004,0.03339134547532045,3.184496037931375,0.005157986883800015
11716474_a_at,8.65,9.9,8.87,7.83,6.69,5.5,-2.4666666666666677,0.03346990838525377,3.182037898297055,0.018591224056421447
11721949_s_at,4.61,6.02,5.59,3.38,3.93,4.25,-1.5533333333333328,0.0335394102215427,3.179868928069519,0.01292735858793545
11717726_s_at,12.07,11.46,10.58,8.13,10.18,8.55,-2.4166666666666643,0.033568312004498786,3.178968537085339,0.0025855416638004298
11716593_x_at,7.06,8.49,7.63,6.7,5.66,5.66,-1.7199999999999998,0.03359981182605307,3.1779882474474563,0.0012596158244485875
11720333_a_at,8.97,9.29,8.41,8.08,6.47,6.53,-1.8633333333333315,0.03360491453290266,3.177829550623069,0.0055618486287651245
11725106_s_at,5.45,6.18,6.98,4.97,3.35,2.79,-2.5,0.0338988899633842,3.168734373226925,0.02141737496524183
11722839_at,8.24,9.8,9.06,5.67,7.6,4.73,-3.033333333333333,0.03391270153886649,3.1683093492226515,0.02620926265810715
11718064_a_at,9.46,8.2,8.28,7.59,5.95,6.11,-2.0966666666666667,0.033973326665433665,3.166446138096108,0.002796847933156127
11719188_at,7.07,8.71,7.81,6.05,4.44,6.16,-2.3133333333333335,0.03398634560308488,3.1660465335270973,0.01192815553121097
11724006_a_at,9.09,8.92,7.24,6.79,4.88,4.04,-3.179999999999999,0.034074404218911836,3.163348376668545,0.042633414682259604
11720204_at,7.47,6.87,5.96,4.5,5.69,4.52,-1.8633333333333333,0.034142378834382044,3.161271210424133,0.007831999404716511
11724300_a_at,6.68,5.95,6.85,5.76,4.54,4.63,-1.5166666666666657,0.03416816893451986,3.1604843907988616,0.03317915853815247
11725380_at,7.74,5.36,6.25,4.28,4.08,4.36,-2.210000000000001,0.03416840828718812,3.1604770917604266,0.02635460595255127
11718791_s_at,8.39,7.67,8.11,5.94,7.36,5.89,-1.6599999999999993,0.03421502691698052,3.159056607016108,0.004648319573053437
11720318_a_at,9.37,7.56,7.88,6.59,5.91,6.6,-1.9033333333333324,0.034239448608350154,3.158313379138365,0.00538922568639451
11721301_a_at,7.97,7.41,7.41,5.21,5.65,6.88,-1.6833333333333336,0.03433376406327854,3.1554489134868398,0.008975207687831218
11716625_a_at,6.71,6.82,8.26,4.57,5.84,3.57,-2.6033333333333326,0.034341926182432016,3.1552014562944324,0.0028156131728260675
11715511_x_at,7.93,7.14,8.81,6.72,5.53,6.02,-1.870000000000001,0.0344317926240871,3.1524814744515384,0.00041062342395697607
11720167_at,11.64,9.49,9.83,8.67,6.51,6.67,-3.036666666666666,0.03444322948360261,3.1521359150642536,0.004896944508624506
11730690_a_at,8.46,8.64,9.33,6.29,6.7,7.99,-1.8166666666666673,0.034520144687113764,3.1498154597833348,0.041484142693384414
11727257_a_at,10.27,10.18,9.05,7.69,8.78,7.11,-1.9733333333333345,0.03468258973197336,3.144934583584035,0.03688687387793313
11718159_at,7.21,5.95,6.77,4.46,5.09,5.64,-1.58,0.03470781177439751,3.144179166388514,0.004763604052545599
11718085_s_at,11.0,10.39,11.06,9.86,8.39,7.57,-2.210000000000001,0.03476166641563617,3.142568342886148,0.011151477942450184
11729801_at,8.16,9.51,9.16,4.71,6.36,7.42,-2.7799999999999994,0.03494480896476274,3.1371123294545247,0.037756470518164
11715835_a_at,9.03,9.54,9.3,8.21,5.68,5.33,-2.8833333333333346,0.034954715950317704,3.136818149058116,0.00041972379084037647
11718899_at,7.45,9.07,8.87,6.89,6.76,6.92,-1.6066666666666665,0.03497696827712671,3.1361577404819547,0.004242858897553948
11721279_x_at,9.71,9.28,8.42,6.86,8.01,7.72,-1.6066666666666682,0.03509560128021472,3.1326452480123597,0.0065864298210393055
11723958_s_at,7.52,7.96,8.05,6.52,3.37,4.96,-2.8933333333333335,0.03513668368222033,3.131432131503236,0.01289539786451943
11720614_s_at,9.11,7.66,8.57,4.82,6.37,6.96,-2.3966666666666665,0.03517940265912404,3.1301724563568394,0.008244565669662342
11718170_a_at,9.84,9.7,10.48,7.38,8.93,6.37,-2.4466666666666663,0.03525916979774858,3.127825131668252,0.004475397538121359
11720115_a_at,5.85,6.26,5.31,3.53,3.19,4.97,-1.9099999999999993,0.035320731867259154,3.126017796098678,0.0073565264413864625
11724797_a_at,10.81,10.75,10.54,6.84,9.32,8.81,-2.3766666666666687,0.035358544632115296,3.1249095261586253,0.026305371892227123
11721992_a_at,6.07,6.64,7.54,4.61,5.65,5.09,-1.6333333333333329,0.035400498941427196,3.1236814993919584,0.00796876439968052
11720915_x_at,10.25,10.83,10.09,9.57,7.89,8.7,-1.6699999999999982,0.035402149252794765,3.123633228806629,0.010085521084034786
11716220_x_at,8.11,8.63,8.22,5.15,5.86,7.44,-2.169999999999999,0.03545230382494276,3.122167499086875,0.0009376562614080851
11718135_at,9.04,8.51,7.86,7.11,7.14,5.71,-1.8166666666666655,0.0355179837099204,3.120251735498364,0.00249697887189355
11725208_at,7.35,8.46,8.23,6.92,5.91,4.9,-2.1033333333333335,0.035523391235669804,3.1200941932994786,0.03754921506446033
11730428_a_at,9.4,9.95,9.01,7.41,8.71,7.3,-1.6466666666666656,0.035681687747511334,3.115494851479725,0.041710082539308475
11718164_at,6.48,6.77,7.11,3.96,4.43,5.99,-1.9933333333333323,0.035707321122078986,3.114752324046314,0.006160950799887355
11725981_at,9.98,10.54,10.8,9.23,7.56,6.31,-2.74,0.035715764403919936,3.114507882837129,0.02003920684162986
11717011_a_at,9.8,9.78,9.75,7.77,8.07,5.3,-2.7299999999999986,0.03586248081546739,3.110271110331524,0.0028477772784087346
11722594_at,7.66,8.31,8.73,6.18,6.23,7.45,-1.6133333333333342,0.035912547541295005,3.1088299777165442,0.032668536495843246
11715621_at,11.34,11.75,10.65,10.28,9.76,8.9,-1.6000000000000014,0.035921554234167465,3.108570977440984,0.0003645760449663239
11715994_x_at,6.0,8.16,7.65,5.69,3.68,3.47,-2.99,0.035946773131981725,3.107846177848662,0.002123276965059708
11719987_a_at,6.95,8.21,7.64,3.76,5.19,6.27,-2.5266666666666673,0.035958928779341585,3.1074970338080865,0.013380756051382363
11719440_at,7.27,6.73,7.91,3.18,5.41,5.53,-2.5966666666666667,0.03610922139943553,3.1031916325604145,0.0038025015369175146
11729639_at,8.54,9.0,6.54,5.54,4.92,6.01,-2.536666666666666,0.036239783126255774,3.0994685094742027,0.03328065443970322
11716102_x_at,10.29,9.65,9.85,8.54,8.42,6.53,-2.0999999999999988,0.03628474643794197,3.0981899727358537,0.0012261098612766108
11717047_s_at,9.12,8.15,7.55,6.59,6.6,7.1,-1.5100000000000007,0.0362881842585776,3.098092294508781,0.00877118887186488
11716642_s_at,9.84,8.6,8.41,7.56,7.59,6.66,-1.6799999999999997,0.036302546718428405,3.0976843338362103,0.0010648867794557258
11715991_a_at,9.27,9.31,8.22,7.91,6.82,6.04,-2.009999999999999,0.03635276390677941,3.0962594207103304,0.012234388901815576
11720550_a_at,7.17,6.68,4.61,3.38,3.74,3.91,-2.476666666666666,0.036358313110341066,3.0961021038624095,0.009943038152652212
11731417_a_at,8.32,7.14,7.65,3.54,5.51,6.14,-2.6399999999999997,0.03657502670429367,3.0899803507383896,0.04422723939306271
11721804_a_at,10.16,9.32,9.2,8.46,8.1,6.88,-1.746666666666667,0.03661797181708434,3.0887722878198978,0.012895875696290408
11719065_x_at,6.41,6.99,6.4,5.89,4.36,4.13,-1.8066666666666675,0.03677644957499609,3.0843285981805533,0.004739531407048185
11720598_x_at,10.13,8.83,10.13,8.64,7.84,8.02,-1.5300000000000011,0.0368699632710502,3.081717022256433,0.006576700756490013
11725402_a_at,5.23,7.22,6.28,4.51,4.34,4.54,-1.7799999999999994,0.03696942306277075,3.0789479067964036,0.01731054623378889
11721999_s_at,8.87,9.08,9.48,8.28,6.48,7.57,-1.7000000000000002,0.03718159198153463,3.0730699021001255,0.015399847828639242
11718836_a_at,9.4,10.25,8.98,4.34,8.05,5.69,-3.5166666666666657,0.03740916833361438,3.066808633336977,0.014456776820870584
11717237_s_at,7.49,8.5,8.34,4.24,6.17,6.62,-2.4333333333333327,0.037547960740572275,3.063011957782915,0.002949810607963467
11718621_at,8.18,8.63,7.27,7.09,5.82,5.83,-1.7800000000000002,0.0375667744876257,3.062498573629883,0.0065220410320884934
11717087_s_at,8.84,8.96,9.13,7.94,6.58,5.26,-2.383333333333333,0.03756779830785761,3.062470644568418,0.0027262909424967657
11716436_s_at,9.51,9.51,9.66,5.21,8.07,7.43,-2.656666666666667,0.037637671690349414,3.0605666568868983,0.000807374160092341
11718252_at,7.73,7.37,8.21,4.74,5.77,6.83,-1.9900000000000002,0.03769951418529127,3.058884958847349,0.00247405292268496
11720415_a_at,7.82,8.45,7.57,5.61,7.2,5.62,-1.8033333333333328,0.03772091852341986,3.05830365899338,0.00891894626979581
11720770_a_at,9.0,9.49,8.49,5.88,8.05,5.81,-2.413333333333335,0.0378372345412979,3.055151492032398,0.0064751411827419
11721994_s_at,10.12,10.51,10.94,8.8,9.83,8.32,-1.5399999999999991,0.037927417817725254,3.0527153330511294,0.03406680180519112
11718772_at,8.4,7.55,8.57,3.16,6.44,5.52,-3.1333333333333337,0.037936178998288377,3.05247902560335,0.010263500306089676
11727848_a_at,6.34,9.08,8.25,5.88,4.18,4.93,-2.8933333333333344,0.03803274109591538,3.049878774196972,0.02731188002576381
11717051_s_at,9.06,8.55,8.86,7.67,6.91,5.27,-2.206666666666665,0.038036241881153086,3.0497846494962104,0.0016961872667402812
11715506_a_at,9.05,9.27,9.35,8.68,7.36,7.12,-1.5033333333333347,0.03809775699343906,3.04813236393932,0.0002020173431952002
11715507_s_at,10.34,10.65,10.87,10.02,8.8,8.43,-1.5366666666666653,0.03814845718087614,3.0467729148024905,0.0006148950804813017
11726560_a_at,10.73,11.27,11.14,8.21,9.57,10.07,-1.7633333333333336,0.03821051337366717,3.0451118512168036,0.037766407766324
11716263_s_at,6.63,6.9,7.44,3.68,6.07,4.4,-2.2733333333333343,0.03825530149518177,3.0439149670602226,0.0008803236925412011
11721293_x_at,8.38,7.61,7.99,5.06,6.11,7.09,-1.906666666666669,0.03834185176734906,3.0416067092304546,0.01587940452097903
11726588_a_at,8.93,9.01,9.42,6.76,6.47,8.42,-1.9033333333333333,0.038409179202672006,3.039815334876574,0.04423244446917723
11723648_at,4.52,5.88,6.01,4.09,4.12,3.59,-1.5366666666666653,0.038640721959180585,3.033682672270899,0.016167100004965913
11723496_a_at,8.24,7.73,6.48,3.53,6.03,4.79,-2.7,0.03879137323834023,3.029715583733988,0.02167010939704899
